college,curr_text,last2years,last3to5years,count,totalcases,date,serving,deglvl,group,empstatus
John Tyler,Human Services,0,1,11,163,4/6/2020,Amelia; Charles City; Chesterfield; Colonial Heights; Dinwiddie; Hopewell; Petersburg; Prince George; Surry; Sussex,CSC,Recent Graduate,"No Recent Employment, Never in Health"
John Tyler,Nursing,1,0,11,163,4/6/2020,Amelia; Charles City; Chesterfield; Colonial Heights; Dinwiddie; Hopewell; Petersburg; Prince George; Surry; Sussex,CSC,Recent Graduate,"No Recent Employment, Never in Health"
John Tyler,Nursing,0,1,13,163,4/6/2020,Amelia; Charles City; Chesterfield; Colonial Heights; Dinwiddie; Hopewell; Petersburg; Prince George; Surry; Sussex,AAS,Recent Graduate,"No Recent Employment, Never in Health"
John Tyler,Nursing,1,0,21,163,4/6/2020,Amelia; Charles City; Chesterfield; Colonial Heights; Dinwiddie; Hopewell; Petersburg; Prince George; Surry; Sussex,AAS,Recent Graduate,"No Recent Employment, Prior Employment in Health"
John Tyler,Human Services,1,0,17,163,4/6/2020,Amelia; Charles City; Chesterfield; Colonial Heights; Dinwiddie; Hopewell; Petersburg; Prince George; Surry; Sussex,AAS,Recent Graduate,"Recent Employment, Not in Health"
John Tyler,Emergency Medical Services,0,1,13,163,4/6/2020,Amelia; Charles City; Chesterfield; Colonial Heights; Dinwiddie; Hopewell; Petersburg; Prince George; Surry; Sussex,CSC,Recent Graduate,"No Recent Employment, Never in Health"
John Tyler,Human Services,1,0,52,163,4/6/2020,Amelia; Charles City; Chesterfield; Colonial Heights; Dinwiddie; Hopewell; Petersburg; Prince George; Surry; Sussex,CSC,Recent Graduate,"Recent Employment, Not in Health"
John Tyler,Human Services,1,0,13,163,4/6/2020,Amelia; Charles City; Chesterfield; Colonial Heights; Dinwiddie; Hopewell; Petersburg; Prince George; Surry; Sussex,CSC,Recent Graduate,"No Recent Employment, Never in Health"
John Tyler,Human Services,0,1,13,163,4/6/2020,Amelia; Charles City; Chesterfield; Colonial Heights; Dinwiddie; Hopewell; Petersburg; Prince George; Surry; Sussex,CSC,Recent Graduate,"Recent Employment, Not in Health"
John Tyler,Human Services,1,0,12,163,4/6/2020,Amelia; Charles City; Chesterfield; Colonial Heights; Dinwiddie; Hopewell; Petersburg; Prince George; Surry; Sussex,AAS,Recent Graduate,"Recent Employment, Not in Health"
John Tyler,Human Services,0,1,20,163,4/6/2020,Amelia; Charles City; Chesterfield; Colonial Heights; Dinwiddie; Hopewell; Petersburg; Prince George; Surry; Sussex,AAS,Recent Graduate,"Recent Employment, Not in Health"
John Tyler,Human Services,0,1,11,163,4/6/2020,Amelia; Charles City; Chesterfield; Colonial Heights; Dinwiddie; Hopewell; Petersburg; Prince George; Surry; Sussex,AAS,Recent Graduate,"Recent Employment, Not in Health"
John Tyler,Emergency Medical Services,0,1,13,163,4/6/2020,Amelia; Charles City; Chesterfield; Colonial Heights; Dinwiddie; Hopewell; Petersburg; Prince George; Surry; Sussex,AAS,Recent Graduate,"No Recent Employment, Prior Employment in Health"
John Tyler,Human Services,0,1,23,163,4/6/2020,Amelia; Charles City; Chesterfield; Colonial Heights; Dinwiddie; Hopewell; Petersburg; Prince George; Surry; Sussex,AAS,Recent Graduate,"No Recent Employment, Prior Employment in Health"
John Tyler,Human Services,0,1,15,163,4/6/2020,Amelia; Charles City; Chesterfield; Colonial Heights; Dinwiddie; Hopewell; Petersburg; Prince George; Surry; Sussex,AAS,Recent Graduate,"No Recent Employment, Never in Health"
John Tyler,Human Services,0,1,11,163,4/6/2020,Amelia; Charles City; Chesterfield; Colonial Heights; Dinwiddie; Hopewell; Petersburg; Prince George; Surry; Sussex,CSC,Recent Graduate,"No Recent Employment, Never in Health"
John Tyler,Emergency Medical Services,0,1,11,163,4/6/2020,Amelia; Charles City; Chesterfield; Colonial Heights; Dinwiddie; Hopewell; Petersburg; Prince George; Surry; Sussex,CSC,Recent Graduate,"Recent Employment, Not in Health"
Lord Fairfax,Surgical Technology,1,0,19,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,CERT,Recent Graduate,"No Recent Employment, Never in Health"
Lord Fairfax,Health Sciences,1,0,20,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,CERT,Recent Graduate,"No Recent Employment, Never in Health"
Lord Fairfax,Emergency Medical Services,0,1,53,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,AAS,Recent Graduate,"No Recent Employment, Never in Health"
Lord Fairfax,Health Sciences,1,0,11,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,CERT,Recent Graduate,"Recent Employment, Not in Health"
Lord Fairfax,Medical Office Clerk,1,0,33,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,CERT,Recent Graduate,"Recent Employment, Not in Health"
Lord Fairfax,Medical Laboratory Technology,0,1,14,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,CSC,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Lord Fairfax,Health Information Technology,1,0,11,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,AAS,Recent Graduate,"Recent Employment, Not in Health"
Lord Fairfax,Health Information Technology,0,1,11,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,AAS,Recent Graduate,"No Recent Employment, Never in Health"
Lord Fairfax,Practical Nursing,0,1,13,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,CERT,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Lord Fairfax,Nursing,0,1,18,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,AAS,Recent Graduate,"Recent Employment, Not in Health"
Lord Fairfax,Surgical Technology,0,1,17,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,CERT,Recent Graduate,"Recent Employment, Not in Health"
Lord Fairfax,Health Sciences,0,1,17,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,CERT,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Lord Fairfax,Health Sciences,1,0,15,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,CERT,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Lord Fairfax,Medical Office Clerk,0,1,15,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,CSC,Recent Graduate,"Recent Employment, Not in Health"
Lord Fairfax,Surgical Technology,0,1,12,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,CERT,Recent Graduate,"No Recent Employment, Never in Health"
Lord Fairfax,Medical Office Clerk,0,1,13,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,CERT,Recent Graduate,"No Recent Employment, Never in Health"
Lord Fairfax,Health Sciences,1,0,13,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,CERT,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Lord Fairfax,Medical Office Clerk,1,0,12,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,CSC,Recent Graduate,"Recent Employment, Not in Health"
Lord Fairfax,Nursing,0,1,11,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,AAS,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Lord Fairfax,Health Sciences,1,0,17,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,CERT,Recent Graduate,"Recent Employment, Not in Health"
Lord Fairfax,Nursing,0,1,22,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,AAS,Recent Graduate,"No Recent Employment, Never in Health"
Lord Fairfax,Nursing,1,0,20,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,AAS,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Lord Fairfax,Surgical Technology,1,0,14,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,CERT,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Lord Fairfax,Medical Transcription,0,1,11,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,CERT,Recent Graduate,"Recent Employment, Not in Health"
Lord Fairfax,Nursing,1,0,11,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,AAS,Recent Graduate,"Recent Employment, Not in Health"
Lord Fairfax,Health Information Technology,0,1,12,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,AAS,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Lord Fairfax,Health Sciences,0,1,11,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,CERT,Recent Graduate,"No Recent Employment, Never in Health"
Lord Fairfax,Medical Laboratory Technology,1,0,15,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,CSC,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Lord Fairfax,Medical Laboratory Technology,1,0,18,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Lord Fairfax,Emergency Medical Services,0,1,16,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,CSC,Recent Graduate,"Recent Employment, Not in Health"
Lord Fairfax,Health Sciences,0,1,11,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Lord Fairfax,Practical Nursing,0,1,12,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,CERT,Recent Graduate,"Recent Employment, Not in Health"
Lord Fairfax,Medical Transcription,0,1,11,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,CERT,Recent Graduate,"No Recent Employment, Never in Health"
Lord Fairfax,Emergency Medical Services,1,0,23,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,CSC,Recent Graduate,"Recent Employment, Not in Health"
Lord Fairfax,Practical Nursing,1,0,16,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,CERT,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Lord Fairfax,Health Sciences,1,0,11,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,CSC,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Lord Fairfax,Medical Office Clerk,0,1,17,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,CERT,Recent Graduate,"Recent Employment, Not in Health"
Lord Fairfax,Health Information Technology,1,0,11,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,AAS,Recent Graduate,"No Recent Employment, Never in Health"
Lord Fairfax,Medical Office Clerk,0,1,11,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,CSC,Recent Graduate,"Recent Employment, Not in Health"
Lord Fairfax,Health Sciences,0,1,11,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,CERT,Recent Graduate,"Recent Employment, Not in Health"
Lord Fairfax,Practical Nursing,1,0,17,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,CERT,Recent Graduate,"Recent Employment, Not in Health"
Lord Fairfax,Medical Office Clerk,0,1,23,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Lord Fairfax,Health Sciences,1,0,11,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,CERT,Recent Graduate,"No Recent Employment, Never in Health"
Lord Fairfax,Health Sciences,0,1,14,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,CERT,Recent Graduate,"No Recent Employment, Never in Health"
Lord Fairfax,Surgical Technology,0,1,14,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,CERT,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Lord Fairfax,Medical Laboratory Technology,1,0,13,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,CSC,Recent Graduate,"Recent Employment, Not in Health"
Lord Fairfax,Health Sciences,0,1,11,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,CERT,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Lord Fairfax,Medical Laboratory Technology,0,1,11,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,CSC,Recent Graduate,"Recent Employment, Not in Health"
Lord Fairfax,Health Sciences,1,0,11,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,CSC,Recent Graduate,"Recent Employment, Not in Health"
Lord Fairfax,Health Information Technology,0,1,13,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,AAS,Recent Graduate,"Recent Employment, Not in Health"
Lord Fairfax,Emergency Medical Services,1,0,14,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,AAS,Recent Graduate,"No Recent Employment, Never in Health"
Lord Fairfax,Emergency Medical Services,1,0,12,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,AAS,Recent Graduate,"Recent Employment, Not in Health"
Lord Fairfax,Emergency Medical Services,0,1,28,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Lord Fairfax,Health Sciences,1,0,18,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Lord Fairfax,Medical Office Clerk,0,1,12,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,CERT,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Lord Fairfax,Health Sciences,0,1,11,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,CERT,Recent Graduate,"Recent Employment, Not in Health"
Lord Fairfax,Health Sciences,0,1,16,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,CSC,Recent Graduate,"Recent Employment, Not in Health"
Lord Fairfax,Health Sciences,1,0,11,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,CERT,Recent Graduate,"Recent Employment, Not in Health"
Lord Fairfax,Medical Office Clerk,0,1,36,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,CSC,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Lord Fairfax,Surgical Technology,1,0,12,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,CERT,Recent Graduate,"Recent Employment, Not in Health"
Lord Fairfax,Medical Laboratory Technology,0,1,49,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Lord Fairfax,Medical Transcription,1,0,12,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,CERT,Recent Graduate,"Recent Employment, Not in Health"
Lord Fairfax,Emergency Medical Services,1,0,11,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,CSC,Recent Graduate,"Recent Employment, Not in Health"
Lord Fairfax,Emergency Medical Services,0,1,12,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,CSC,Recent Graduate,"Recent Employment, Not in Health"
Lord Fairfax,Emergency Medical Services,0,1,13,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,AAS,Recent Graduate,"Recent Employment, Not in Health"
Lord Fairfax,Health Sciences,1,0,14,77,4/6/2020,Clarke; Fauquier; Frederick; Page; Rappahannock; Shenandoah; Warren; Winchester,CERT,Recent Graduate,"Recent Employment, Not in Health"
Mountain Empire,Health Sciences,0,1,42,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,CSC,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Mountain Empire,Emergency Medical Services,0,1,18,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,AAS,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Mountain Empire,Health Information Technology,0,1,15,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,AAS,Recent Graduate,"Recent Employment, Not in Health"
Mountain Empire,Health Sciences,1,0,14,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Mountain Empire,Emergency Medical Services,0,1,15,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,CSC,Recent Graduate,"Recent Employment, Not in Health"
Mountain Empire,Health Information Technology,0,1,14,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,AAS,Recent Graduate,"No Recent Employment, Never in Health"
Mountain Empire,Practical Nursing,0,1,12,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,CSC,Recent Graduate,"Recent Employment, Not in Health"
Mountain Empire,Health Sciences,1,0,11,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,CSC,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Mountain Empire,Nursing,1,0,12,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,AAS,Recent Graduate,"Recent Employment, Not in Health"
Mountain Empire,Medical Laboratory Technology,1,0,21,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,CSC,Recent Graduate,"Recent Employment, Not in Health"
Mountain Empire,Medical Office Clerk,0,1,28,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,CSC,Recent Graduate,"Recent Employment, Not in Health"
Mountain Empire,Health Sciences,0,1,11,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,CSC,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Mountain Empire,Emergency Medical Services,0,1,18,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,CSC,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Mountain Empire,Practical Nursing,0,1,13,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,CERT,Recent Graduate,"Recent Employment, Not in Health"
Mountain Empire,Emergency Medical Services,0,1,24,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,CSC,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Mountain Empire,Respiratory Therapy,1,0,11,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,AAS,Recent Graduate,"Recent Employment, Not in Health"
Mountain Empire,Medical Transcription,0,1,11,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Mountain Empire,Nursing,1,0,11,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,AAS,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Mountain Empire,Medical Office Clerk,1,0,16,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,CERT,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Mountain Empire,Medical Office Clerk,0,1,11,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,CSC,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Mountain Empire,Medical Office Clerk,0,1,13,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,CERT,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Mountain Empire,Medical Transcription,0,1,18,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,CSC,Recent Graduate,"Recent Employment, Not in Health"
Mountain Empire,Practical Nursing,0,1,22,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,CERT,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Mountain Empire,Emergency Medical Services,1,0,11,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,CSC,Recent Graduate,"Recent Employment, Not in Health"
Mountain Empire,Health Sciences,1,0,22,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Mountain Empire,Practical Nursing,1,0,13,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,CERT,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Mountain Empire,Medical Office Clerk,0,1,18,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,CERT,Recent Graduate,"Recent Employment, Not in Health"
Mountain Empire,Medical Laboratory Technology,0,1,20,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Mountain Empire,Medical Laboratory Technology,1,0,45,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Mountain Empire,Respiratory Therapy,0,1,12,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,AAS,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Mountain Empire,Emergency Medical Services,0,1,13,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Mountain Empire,Emergency Medical Services,0,1,21,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,AAS,Recent Graduate,"Recent Employment, Not in Health"
Mountain Empire,Medical Office Clerk,0,1,15,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,CERT,Recent Graduate,"No Recent Employment, Never in Health"
Mountain Empire,Health Sciences,1,0,15,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,CSC,Recent Graduate,"Recent Employment, Not in Health"
Mountain Empire,Respiratory Therapy,0,1,15,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,AAS,Recent Graduate,"Recent Employment, Not in Health"
Mountain Empire,Practical Nursing,0,1,13,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,CSC,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Mountain Empire,Health Sciences,0,1,11,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Mountain Empire,Medical Office Clerk,0,1,13,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Mountain Empire,Practical Nursing,0,1,12,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,CERT,Recent Graduate,"No Recent Employment, Never in Health"
Mountain Empire,Medical Transcription,1,0,19,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,CSC,Recent Graduate,"Recent Employment, Not in Health"
Mountain Empire,Medical Transcription,0,1,12,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,CSC,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Mountain Empire,Health Sciences,0,1,19,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,CSC,Recent Graduate,"Recent Employment, Not in Health"
Mountain Empire,Health Sciences,0,1,11,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,CSC,Recent Graduate,"No Recent Employment, Never in Health"
Mountain Empire,Health Information Technology,0,1,13,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,CSC,Recent Graduate,"Recent Employment, Not in Health"
Mountain Empire,Respiratory Therapy,1,0,13,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,AAS,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Mountain Empire,Health Sciences,0,1,11,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,CSC,Recent Graduate,"Recent Employment, Not in Health"
Mountain Empire,Health Sciences,1,0,29,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,CSC,Recent Graduate,"Recent Employment, Not in Health"
Mountain Empire,Health Information Technology,1,0,12,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,AAS,Recent Graduate,"No Recent Employment, Never in Health"
Mountain Empire,Health Information Technology,0,1,11,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,AAS,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Mountain Empire,Nursing,0,1,15,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,AAS,Recent Graduate,"No Recent Employment, Never in Health"
Mountain Empire,Medical Laboratory Technology,1,0,11,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,CSC,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Mountain Empire,Emergency Medical Services,1,0,11,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,AAS,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Mountain Empire,Respiratory Therapy,1,0,12,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,AAS,Recent Graduate,"No Recent Employment, Never in Health"
Mountain Empire,Medical Laboratory Technology,0,1,30,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,CSC,Recent Graduate,"Recent Employment, Not in Health"
Mountain Empire,Nursing,1,0,35,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,AAS,Recent Graduate,"No Recent Employment, Never in Health"
Mountain Empire,Medical Laboratory Technology,0,1,30,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,CSC,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Mountain Empire,Emergency Medical Services,0,1,13,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,CSC,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Mountain Empire,Medical Office Clerk,1,0,14,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,CERT,Recent Graduate,"Recent Employment, Not in Health"
Mountain Empire,Health Information Technology,1,0,14,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,AAS,Recent Graduate,"Recent Employment, Not in Health"
Mountain Empire,Respiratory Therapy,0,1,19,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,AAS,Recent Graduate,"No Recent Employment, Never in Health"
Mountain Empire,Health Sciences,1,0,14,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,CSC,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Mountain Empire,Nursing,0,1,12,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,AAS,Recent Graduate,"No Recent Employment, Prior Employment in Health"
Mountain Empire,Practical Nursing,1,0,16,3,4/6/2020,Dickenson; Lee; Norton; Scott; Wise,CERT,Recent Graduate,"No Recent Employment, Never in Health"
